문화시설명,전시회,박물관,음악 및 무용 발표회,전통 예술 공연,연극 공연,영화 관람,대중 공연,운동 경기,가장 큰 카테고리,값,카테고리,빈도 수
송파위례도서관,0.60175866,0.64988077,0.84713614,0.8722117,0.89145607,0.90803635,0.89265615,0.8037717,영화 관람,0.90803635,,
올림픽 체조경기장 (KSPO DOME),0.60904855,0.649064,0.85458183,0.87551844,0.8931147,0.9044107,0.89469004,0.8068769,영화 관람,0.9044107,,
소나무언덕2호도서관,0.642247,0.7719005,0.8345299,0.83125263,0.8337535,0.8544015,0.8394232,0.79242045,영화 관람,0.8544015,,
소나무언덕잠실본동도서관,0.6067816,0.6536014,0.8504436,0.8741816,0.89303374,0.90697366,0.89378583,0.80363566,영화 관람,0.90697366,,
오온,0.63394165,0.6360414,0.7880585,0.8177258,0.82639694,0.8676743,0.8358611,0.7713959,영화 관람,0.8676743,,
송파 청년아티스트센터,0.63394165,0.6360414,0.7880585,0.8177258,0.82639694,0.8676743,0.8358611,0.7713959,영화 관람,0.8676743,,
송파구민회관,0.6014205,0.6386571,0.7838192,0.77795064,0.7799931,0.789225,0.79162574,0.7456467,대중 공연,0.79162574,,
아트잠실,0.63394165,0.6360414,0.7880585,0.8177258,0.82639694,0.8676743,0.8358611,0.7713959,영화 관람,0.8676743,,
서울시농수산식품공사 가락몰 쿠킹스튜디오,0.6273794,0.651814,0.8492202,0.86597216,0.87122303,0.8923069,0.87471926,0.8168478,영화 관람,0.8923069,,
소나무언덕1호작은도서관,0.60305107,0.6524093,0.84636384,0.87138593,0.8915881,0.90856004,0.8930106,0.80163276,영화 관람,0.90856004,,
잠실한강공원,0.6080779,0.65401626,0.85643804,0.8800295,0.89622927,0.9020055,0.8959955,0.80730045,영화 관람,0.9020055,,
석촌호수 아뜰리에,0.6183517,0.67626476,0.8281349,0.8377913,0.8704046,0.897166,0.87018836,0.79585963,영화 관람,0.897166,,
한국광고박물관,0.6130832,0.6508731,0.8501593,0.87584305,0.8944378,0.91102093,0.8929944,0.79953325,영화 관람,0.91102093,,
한바탕소극장,0.6041964,0.65091497,0.84808064,0.8720294,0.8941293,0.9080007,0.89290154,0.79680693,영화 관람,0.9080007,,
송파어린이영어도서관,0.6364537,0.7941731,0.8048994,0.79886127,0.79592323,0.81336164,0.80647373,0.78235936,영화 관람,0.81336164,,
돌마리도서관,0.6025395,0.6529243,0.8468276,0.8725739,0.8924993,0.9089203,0.89425087,0.80335206,영화 관람,0.9089203,,
송파문화원,0.5818553,0.607973,0.82834756,0.8473754,0.8710378,0.8752466,0.8655526,0.77585363,영화 관람,0.8752466,,
송파책박물관,0.60312116,0.65067995,0.85061854,0.8740212,0.89459383,0.9128046,0.8943659,0.8021301,영화 관람,0.9128046,,
갤러리 무모,0.63394165,0.6360414,0.7880585,0.8177258,0.82639694,0.8676743,0.8358611,0.7713959,영화 관람,0.8676743,,
에즈에스아카데미,0.5598836,0.5822191,0.7523594,0.7547941,0.7659471,0.8082915,0.7727945,0.7199471,영화 관람,0.8082915,,
올림픽공원,0.6373522,0.67807055,0.81350565,0.8388408,0.83207893,0.8331342,0.84292316,0.7951065,대중 공연,0.84292316,,
언바운드,0.5887947,0.5971377,0.78707683,0.79601,0.81970495,0.8226419,0.82253176,0.7255826,영화 관람,0.8226419,,
송파글마루도서관,0.60651743,0.65214294,0.84974253,0.8751498,0.8940076,0.90784526,0.8954177,0.8035469,영화 관람,0.90784526,,
양천문화재단,0.6092661,0.6423255,0.85293317,0.8777963,0.8971164,0.89896756,0.8944473,0.79773617,영화 관람,0.89896756,,
한국방송회관 코바코홀,0.5887947,0.5971377,0.78707683,0.79601,0.81970495,0.8226419,0.82253176,0.7255826,영화 관람,0.8226419,,
갈산문화예술센터,0.60986495,0.6577921,0.85743827,0.87371486,0.88808864,0.9033655,0.8886239,0.805325,영화 관람,0.9033655,,
양천구청,0.607728,0.6575316,0.85508186,0.87229806,0.88731253,0.9018032,0.8877623,0.80289006,영화 관람,0.9018032,,
서울문화예술교육센터 양천,0.63394165,0.6360414,0.7880585,0.8177258,0.82639694,0.8676743,0.8358611,0.7713959,영화 관람,0.8676743,,
아리향기작은도서관,0.6089041,0.6685546,0.8259955,0.8449652,0.86454123,0.8859502,0.8658509,0.7924074,영화 관람,0.8859502,,
양천문화원,0.6195024,0.6515137,0.859334,0.8822826,0.89723796,0.9064289,0.8945224,0.80057603,영화 관람,0.9064289,,
겸재정선미술관,0.6189321,0.65409833,0.8567562,0.87954706,0.8968229,0.9050389,0.8976618,0.8042266,영화 관람,0.9050389,,
양천도서관,0.63394165,0.6360414,0.7880585,0.8177258,0.82639694,0.8676743,0.8358611,0.7713959,영화 관람,0.8676743,,
양천문화회관,0.6164248,0.653782,0.85825855,0.8823501,0.9002606,0.90411234,0.8980474,0.8038207,영화 관람,0.90411234,,
생명과학박물관,0.6092756,0.66174304,0.8550972,0.88160384,0.8960635,0.90391564,0.8956163,0.80342513,영화 관람,0.90391564,,
양천중앙도서관,0.5934415,0.6350897,0.8391888,0.8632407,0.8835284,0.8947871,0.8833534,0.7891587,영화 관람,0.8947871,,
개울건강도서관,0.59301114,0.6286218,0.8382443,0.862499,0.88406205,0.89299893,0.88303936,0.78892434,영화 관람,0.89299893,,
미감도서관,0.59190995,0.62956905,0.8375913,0.8625854,0.8844866,0.8949208,0.8840803,0.78851545,영화 관람,0.8949208,,
신영시장,0.59934443,0.64079684,0.84831715,0.87025416,0.8946254,0.910056,0.89230597,0.79988617,영화 관람,0.910056,,
목동운동장,0.60957336,0.6619841,0.8473333,0.8634366,0.8776002,0.89006686,0.88052505,0.81460583,영화 관람,0.89006686,,
건강힐링센터,0.62410885,0.66813004,0.86290824,0.8819344,0.8939563,0.9036523,0.894164,0.8080211,영화 관람,0.9036523,,
서서울호수공원,0.61352456,0.66628414,0.8556025,0.8802003,0.8963768,0.90853775,0.8951183,0.80254424,영화 관람,0.90853775,,
목동종합운동장실내아이스링크,0.60900605,0.64937747,0.8544925,0.8764709,0.89641505,0.9079077,0.8948292,0.80684686,영화 관람,0.9079077,,
문래도서관,0.60376656,0.6453007,0.8481612,0.8703621,0.8904927,0.9058678,0.88991106,0.7987776,영화 관람,0.9058678,,
영등포문화원,0.6095004,0.6573243,0.8549434,0.8743686,0.8941792,0.90802807,0.8918079,0.79806685,영화 관람,0.90802807,,
대림도서관,0.60346437,0.651434,0.848083,0.8685004,0.88883066,0.90576905,0.8889781,0.79973686,영화 관람,0.90576905,,
영등포아트홀,0.63394165,0.6360414,0.7880585,0.8177258,0.82639694,0.8676743,0.8358611,0.7713959,영화 관람,0.8676743,,
국회도서관,0.5827505,0.6196146,0.8277652,0.8490349,0.8717209,0.88292015,0.8717145,0.7775084,영화 관람,0.88292015,,
영등포구청,0.6130542,0.6525639,0.85728985,0.8769,0.8923732,0.9068858,0.89216125,0.80565405,영화 관람,0.9068858,,
여의도한강공원물빛무대,0.5541921,0.5701223,0.7418346,0.7623253,0.7847103,0.7912227,0.7858058,0.7097175,영화 관람,0.7912227,,
아트온더무브,0.6485747,0.66510665,0.86645794,0.87836176,0.89581865,0.90747976,0.8977617,0.81681454,영화 관람,0.90747976,,
문래예술공장,0.6477227,0.7543285,0.8143746,0.8258719,0.81707525,0.84262806,0.8253139,0.7959594,영화 관람,0.84262806,,
영산아트홀,0.63394165,0.6360414,0.7880585,0.8177258,0.82639694,0.8676743,0.8358611,0.7713959,영화 관람,0.8676743,,
하자센터,0.6087802,0.64493376,0.85373735,0.88158727,0.899017,0.90766865,0.8981945,0.803389,영화 관람,0.90766865,,
SeMA 벙커,0.6088573,0.6408792,0.8447937,0.86242837,0.8853468,0.8869426,0.8820204,0.7873447,영화 관람,0.8869426,,
구립영등포아트스퀘어 ,0.5642062,0.5908828,0.7483036,0.7490024,0.7611709,0.80454123,0.7704814,0.7262857,영화 관람,0.80454123,,
술술센터,0.6461375,0.6936544,0.8629328,0.8659624,0.87239003,0.8867748,0.8704414,0.8167828,영화 관람,0.8867748,,
LES601 선유,0.63394165,0.6360414,0.7880585,0.8177258,0.82639694,0.8676743,0.8358611,0.7713959,영화 관람,0.8676743,,
여의도공원,0.60831577,0.67442393,0.85042936,0.879138,0.8926422,0.9005289,0.8923477,0.7955067,영화 관람,0.9005289,,
여의도 한강공원,0.612935,0.6626142,0.85865813,0.8820863,0.8977489,0.90526575,0.8989914,0.8144394,영화 관람,0.90526575,,
콘래드 서울 호텔,0.61071634,0.6445375,0.85276675,0.8824779,0.90084577,0.9044868,0.90078294,0.8024094,영화 관람,0.9044868,,
영등포문화라운지 따따따,0.63248634,0.66447663,0.81156874,0.80380106,0.82362187,0.8541638,0.8237227,0.770666,영화 관람,0.8541638,,
YDP창의예술교육센터,0.63394165,0.6360414,0.7880585,0.8177258,0.82639694,0.8676743,0.8358611,0.7713959,영화 관람,0.8676743,,
영등포평생학습관,0.6407813,0.73806214,0.81796706,0.83031195,0.8401228,0.86450005,0.84536034,0.8017131,영화 관람,0.86450005,,
주한독일문화원,0.60923576,0.6453992,0.85504735,0.8760128,0.8949728,0.9059408,0.8949667,0.8047943,영화 관람,0.9059408,,
용산도시기억전시관,0.6375587,0.6964178,0.8443764,0.8521482,0.8691238,0.8973613,0.87343264,0.8159671,영화 관람,0.8973613,,
노들섬 복합문화공간,0.60618365,0.64268637,0.8500365,0.8749365,0.8955812,0.9053321,0.89395064,0.8010149,영화 관람,0.9053321,,
리움미술관,0.65110385,0.692098,0.8432244,0.84138954,0.85735947,0.8743159,0.8562163,0.79667187,영화 관람,0.8743159,,
서울특별시교육청 남산도서관,0.63394165,0.6360414,0.7880585,0.8177258,0.82639694,0.8676743,0.8358611,0.7713959,영화 관람,0.8676743,,
서울특별시교육청 용산도서관,0.63394165,0.6360414,0.7880585,0.8177258,0.82639694,0.8676743,0.8358611,0.7713959,영화 관람,0.8676743,,
국립한글박물관,0.594764,0.65430915,0.75916564,0.75947475,0.76023674,0.7824412,0.7668423,0.7191323,영화 관람,0.7824412,,
용산아트홀,0.6068764,0.6499624,0.84884906,0.87133217,0.8928022,0.9052105,0.890218,0.8004962,영화 관람,0.9052105,,
스튜디오 콘크리트,0.560881,0.62280613,0.6670691,0.65617293,0.64248455,0.7030225,0.66160256,0.6457168,영화 관람,0.7030225,,
국립극단 소극장 판,0.60853785,0.63989705,0.84989154,0.87337756,0.89224267,0.8899282,0.8886341,0.78816336,연극 공연,0.89224267,,
갈월종합사회복지관,0.63394165,0.6360414,0.7880585,0.8177258,0.82639694,0.8676743,0.8358611,0.7713959,영화 관람,0.8676743,,
필갤러리(Fill Gallery),0.63394165,0.6360414,0.7880585,0.8177258,0.82639694,0.8676743,0.8358611,0.7713959,영화 관람,0.8676743,,
동자아트홀,0.63394165,0.6360414,0.7880585,0.8177258,0.82639694,0.8676743,0.8358611,0.7713959,영화 관람,0.8676743,,
일신홀,0.62911606,0.6457484,0.85415196,0.87243724,0.8890818,0.8869485,0.8884382,0.7923136,연극 공연,0.8890818,,
더줌아트센터,0.63394165,0.6360414,0.7880585,0.8177258,0.82639694,0.8676743,0.8358611,0.7713959,영화 관람,0.8676743,,
용산구 효창사랑 작은도서관,0.622913,0.6479101,0.83866274,0.86516815,0.8843952,0.89265263,0.8918839,0.81401074,영화 관람,0.89265263,,
용산공예관,0.63394165,0.6360414,0.7880585,0.8177258,0.82639694,0.8676743,0.8358611,0.7713959,영화 관람,0.8676743,,
구립용산장애인복지관,0.60801923,0.645468,0.8498857,0.8659057,0.88489795,0.90147233,0.8819858,0.79549634,영화 관람,0.90147233,,
갤러리 비선재,0.6479614,0.6883906,0.85574067,0.8682671,0.8907976,0.91308004,0.89412016,0.81127775,영화 관람,0.91308004,,
용산구립청파도서관,0.6017543,0.644737,0.8483647,0.8710439,0.89138204,0.9071947,0.8915729,0.8013133,영화 관람,0.9071947,,
국립극단 백성희장민호극장,0.60853785,0.63989705,0.84989154,0.87337756,0.89224267,0.8899282,0.8886341,0.78816336,연극 공연,0.89224267,,
팝콘D스퀘어,0.60350084,0.6418389,0.8522618,0.87797856,0.89749205,0.90680784,0.8970654,0.8001354,영화 관람,0.90680784,,
대원 콘텐츠 라이브,0.6239614,0.66698694,0.8631177,0.8810278,0.8983159,0.9072897,0.89885193,0.80483305,영화 관람,0.9072897,,
국립박물관문화재단,0.64638036,0.6615867,0.8093905,0.82132906,0.8190054,0.81451845,0.8255521,0.76232195,대중 공연,0.8255521,,
용산 고래이야기 작은도서관,0.606722,0.6446254,0.8509275,0.8745871,0.89607966,0.90926933,0.89410174,0.8029033,영화 관람,0.90926933,,
용산꿈나무종합타운,0.609295,0.65514463,0.85401785,0.8720534,0.8881916,0.8998262,0.88605034,0.79690206,영화 관람,0.8998262,,
구슬모아당구장,0.56534034,0.5885024,0.7668399,0.7838838,0.80229,0.8108926,0.8063539,0.7344632,영화 관람,0.8108926,,
스페이스 신선,0.63394165,0.6360414,0.7880585,0.8177258,0.82639694,0.8676743,0.8358611,0.7713959,영화 관람,0.8676743,,
갤러리비케이 이태원,0.61350226,0.6484091,0.8526162,0.88048387,0.8968364,0.897999,0.89430773,0.8026692,영화 관람,0.897999,,
김세중미술관,0.58152926,0.6500114,0.80552536,0.81419325,0.83484066,0.8341304,0.82621825,0.7624877,연극 공연,0.83484066,,
시립용산노인종합복지관,0.63394165,0.6360414,0.7880585,0.8177258,0.82639694,0.8676743,0.8358611,0.7713959,영화 관람,0.8676743,,
숙명여자대학교 박물관,0.50935584,0.5461198,0.6545085,0.65697503,0.67920965,0.67646277,0.68091154,0.63690245,대중 공연,0.68091154,,
어반아트,0.61410856,0.6591209,0.8321004,0.8481405,0.85985625,0.8641358,0.85593206,0.78087354,영화 관람,0.8641358,,
숙명여자대학교 정영양자수박물관,0.63394165,0.6360414,0.7880585,0.8177258,0.82639694,0.8676743,0.8358611,0.7713959,영화 관람,0.8676743,,
백범김구기념관,0.6339531,0.6597834,0.86145437,0.8797626,0.89341986,0.9033162,0.8925054,0.8025328,영화 관람,0.9033162,,
용산문화원,0.60048556,0.6475037,0.8499306,0.8743842,0.89450246,0.9036375,0.89231104,0.8030969,영화 관람,0.9036375,,
드플로허,0.64590657,0.6876786,0.8453493,0.8628787,0.88803864,0.91293645,0.88586175,0.8056452,영화 관람,0.91293645,,
임수빈갤러리,0.61092806,0.691936,0.8266327,0.8482885,0.8652012,0.8726281,0.86382264,0.77996266,영화 관람,0.8726281,,
서울문화예술교육센터 용산,0.63394165,0.6360414,0.7880585,0.8177258,0.82639694,0.8676743,0.8358611,0.7713959,영화 관람,0.8676743,,
청년공간 바라,0.64249456,0.6839752,0.8616211,0.87584585,0.8979679,0.9271006,0.8944368,0.82204103,영화 관람,0.9271006,,
블루스퀘어,0.55905104,0.5895946,0.7209604,0.71694374,0.72269166,0.7002138,0.716797,0.6723825,연극 공연,0.72269166,,
한익환서울아트박물관,0.6308339,0.69346726,0.8379719,0.8464246,0.86823905,0.8961691,0.8675422,0.7909007,영화 관람,0.8961691,,
서울시립청소년미디어센터,0.6163572,0.64574754,0.8580387,0.8788028,0.9001115,0.9072418,0.8980496,0.80564594,영화 관람,0.9072418,,
N서울타워,0.6375413,0.667389,0.8409318,0.85857487,0.8783385,0.88574636,0.8763045,0.80719006,영화 관람,0.88574636,,
알부스갤러리,0.6076454,0.6502578,0.85304105,0.88007516,0.89783716,0.90792024,0.8951101,0.7970816,영화 관람,0.90792024,,
용암어린이영어도서관,0.6094048,0.66111517,0.8550921,0.87606645,0.8945507,0.9075346,0.89348006,0.803445,영화 관람,0.9075346,,
용산역사박물관,0.6122632,0.65538096,0.8562282,0.88023424,0.8981559,0.90824294,0.8953515,0.8037375,영화 관람,0.90824294,,
식민지역사박물관,0.63394165,0.6360414,0.7880585,0.8177258,0.82639694,0.8676743,0.8358611,0.7713959,영화 관람,0.8676743,,
갤러리필로소피,0.63394165,0.6360414,0.7880585,0.8177258,0.82639694,0.8676743,0.8358611,0.7713959,영화 관람,0.8676743,,
KP Gallery,0.63394165,0.6360414,0.7880585,0.8177258,0.82639694,0.8676743,0.8358611,0.7713959,영화 관람,0.8676743,,
용산어린이정원,0.63394165,0.6360414,0.7880585,0.8177258,0.82639694,0.8676743,0.8358611,0.7713959,영화 관람,0.8676743,,
갤러리자유(Gallery Jayu),0.6550383,0.7007992,0.8494286,0.86113226,0.87186325,0.8996871,0.87038785,0.7984258,영화 관람,0.8996871,,
갤러리 조은,0.5894723,0.650832,0.79558897,0.81324184,0.8311703,0.8305478,0.82798296,0.7534551,연극 공연,0.8311703,,
구립은평뉴타운도서관,0.6270298,0.66009045,0.85644525,0.87831265,0.8928754,0.9053345,0.89266783,0.80165625,영화 관람,0.9053345,,
구립증산정보도서관,0.6103065,0.64935917,0.85663736,0.880097,0.8994252,0.91352475,0.89812297,0.80413127,영화 관람,0.91352475,,
은평구립도서관,0.6071763,0.65143615,0.85349464,0.8782178,0.89562726,0.90761137,0.89498997,0.80250597,영화 관람,0.90761137,,
은평역사한옥박물관,0.5876263,0.6106981,0.83067715,0.8480503,0.87007964,0.87620556,0.8669093,0.77704847,영화 관람,0.87620556,,
내를 건너서 숲으로 도서관,0.6098947,0.64555955,0.8545508,0.88049066,0.899989,0.9092399,0.8996608,0.8041311,영화 관람,0.9092399,,
은평구청소년문화의집 신나는애프터센터,0.63106304,0.6484573,0.8641279,0.8840085,0.9001534,0.90406483,0.8963788,0.80420643,영화 관람,0.90406483,,
서울금성당 샤머니즘박물관,0.5900166,0.6324373,0.84309226,0.8623606,0.8842244,0.8914173,0.88136166,0.78431875,영화 관람,0.8914173,,
사비나미술관,0.63394165,0.6360414,0.7880585,0.8177258,0.82639694,0.8676743,0.8358611,0.7713959,영화 관람,0.8676743,,
수색동 주민센터(다목적실),0.5991212,0.6402914,0.8469821,0.86621815,0.89168036,0.90678453,0.8904665,0.79990834,영화 관람,0.90678453,,
구립구산동도서관마을,0.6026784,0.64202255,0.8415272,0.8636516,0.8849086,0.8930794,0.88228405,0.78789854,영화 관람,0.8930794,,
구립상림도서관,0.61336243,0.6700303,0.8535714,0.8738719,0.8917445,0.908172,0.8918574,0.8024191,영화 관람,0.908172,,
아트숨비센터 ,0.61939543,0.6535957,0.8602541,0.88475794,0.8982862,0.9031117,0.89688957,0.80036795,영화 관람,0.9031117,,
다문화박물관,0.58234096,0.61984944,0.83559126,0.85516876,0.877428,0.88560575,0.87512666,0.7842887,영화 관람,0.88560575,,
맛동,0.62496376,0.65274537,0.8590523,0.8816974,0.89567196,0.90868074,0.89487714,0.8046747,영화 관람,0.90868074,,
제1서울창의예술교육센터 ,0.6459563,0.68970287,0.84892553,0.84901214,0.8646896,0.8865728,0.87004626,0.8062389,영화 관람,0.8865728,,
서울기록원,0.63394165,0.6360414,0.7880585,0.8177258,0.82639694,0.8676743,0.8358611,0.7713959,영화 관람,0.8676743,,
구립응암정보도서관,0.61047757,0.648431,0.8504288,0.87325877,0.890784,0.9014586,0.8882463,0.7981492,영화 관람,0.9014586,,
은평구평생학습관,0.60720193,0.64420986,0.853632,0.8663185,0.8893431,0.90593505,0.8859425,0.79865664,영화 관람,0.90593505,,
불광천미디어센터,0.6163509,0.6530564,0.8635241,0.8837855,0.900301,0.9063057,0.8972938,0.80573684,영화 관람,0.9063057,,
공유공간 자기만의방,0.63394165,0.6360414,0.7880585,0.8177258,0.82639694,0.8676743,0.8358611,0.7713959,영화 관람,0.8676743,,
카페 쓸,0.63394165,0.6360414,0.7880585,0.8177258,0.82639694,0.8676743,0.8358611,0.7713959,영화 관람,0.8676743,,
삼각산금암미술관,0.61022687,0.6775882,0.8532882,0.8751917,0.8941203,0.9049008,0.892141,0.79996794,영화 관람,0.9049008,,
은평한옥마을어울림터,0.609385,0.6663974,0.84804255,0.8682643,0.8897196,0.9011272,0.8881661,0.7946818,영화 관람,0.9011272,,
동숭무대,0.60270625,0.64342976,0.84978616,0.8718699,0.8950708,0.90835893,0.8915985,0.80298835,영화 관람,0.90835893,,
아르코미술관,0.61700296,0.6487706,0.82701766,0.86143917,0.8768885,0.8803986,0.8764286,0.8089578,영화 관람,0.8803986,,
공평도시유적전시관,0.61572117,0.65579915,0.8546327,0.8780454,0.89504725,0.9037228,0.8958645,0.8057591,영화 관람,0.9037228,,
세종문화회관,0.65087545,0.6669439,0.8458651,0.8600164,0.85632944,0.8604717,0.86616224,0.80838275,대중 공연,0.86616224,,
갤러리 라메르,0.5541921,0.5701223,0.7418346,0.7623253,0.7847103,0.7912227,0.7858058,0.7097175,영화 관람,0.7912227,,
종로구민회관,0.58227676,0.6410135,0.82859373,0.83955336,0.8635517,0.873948,0.8631125,0.7675256,영화 관람,0.873948,,
예술가의집,0.6285126,0.6410804,0.8372124,0.8343379,0.84063363,0.84645224,0.8445472,0.7729647,영화 관람,0.84645224,,
가람화랑,0.6387225,0.67249215,0.83703434,0.856308,0.8711637,0.8800518,0.8690978,0.7955841,영화 관람,0.8800518,,
서울연극센터,0.62102115,0.6594626,0.860086,0.88641304,0.90364575,0.9106069,0.90215194,0.80771244,영화 관람,0.9106069,,
서울특별시교육청 종로도서관,0.63394165,0.6360414,0.7880585,0.8177258,0.82639694,0.8676743,0.8358611,0.7713959,영화 관람,0.8676743,,
올림픽기념국민생활관,0.58227676,0.6410135,0.82859373,0.83955336,0.8635517,0.873948,0.8631125,0.7675256,영화 관람,0.873948,,
국립현대미술관 서울,0.62132806,0.6501749,0.8571656,0.8836128,0.90200055,0.9053364,0.90102756,0.8026922,영화 관람,0.9053364,,
종로문화원,0.5361259,0.5659343,0.7425517,0.74987775,0.77678734,0.7998076,0.7794697,0.6990275,영화 관람,0.7998076,,
서울특별시교육청 어린이도서관,0.63394165,0.6360414,0.7880585,0.8177258,0.82639694,0.8676743,0.8358611,0.7713959,영화 관람,0.8676743,,
광화문아트홀,0.58227676,0.6410135,0.82859373,0.83955336,0.8635517,0.873948,0.8631125,0.7675256,영화 관람,0.873948,,
극장동국,0.6826974,0.7249341,0.8748867,0.9099707,0.9188114,0.9232003,0.92791677,0.8521309,대중 공연,0.92791677,,
한국사회과학도서관,0.5794076,0.61067885,0.83209085,0.84996563,0.8733137,0.87871325,0.870071,0.77676,영화 관람,0.87871325,,
학고재,0.6306771,0.73892915,0.81020474,0.8343272,0.8262745,0.8525431,0.82802474,0.77615273,영화 관람,0.8525431,,
국립고궁박물관,0.6226256,0.6760239,0.8583375,0.88201654,0.8948246,0.9052514,0.89387965,0.80547154,영화 관람,0.9052514,,
떡박물관,0.6042246,0.6488408,0.8516872,0.87515336,0.89457864,0.9060537,0.89311564,0.7983557,영화 관람,0.9060537,,
누하동 259,0.63394165,0.6360414,0.7880585,0.8177258,0.82639694,0.8676743,0.8358611,0.7713959,영화 관람,0.8676743,,
노화랑,0.6415043,0.69185776,0.8155552,0.8433124,0.8439799,0.87130934,0.846624,0.79261756,영화 관람,0.87130934,,
북촌문화센터,0.6462976,0.73014975,0.846464,0.86045575,0.8698812,0.8971641,0.88062245,0.830733,영화 관람,0.8971641,,
더 소호,0.5447985,0.56127155,0.7207583,0.7180547,0.7337027,0.7331979,0.73047453,0.7008763,연극 공연,0.7337027,,
킵인터치,0.62921095,0.66248274,0.85328984,0.8721576,0.88700247,0.89783764,0.8854232,0.8204411,영화 관람,0.89783764,,
LG상남도서관,0.54143894,0.5588219,0.7166855,0.72552174,0.73162174,0.7550161,0.7326292,0.66145384,영화 관람,0.7550161,,
목인박물관 목석원,0.5809147,0.61667615,0.83121747,0.85072374,0.8757661,0.8816022,0.8711006,0.77501786,영화 관람,0.8816022,,
숭인근린공원,0.11595707,0.112251684,0.06526032,0.056489278,0.02819393,0.020221889,0.049592234,0.11600297,운동 경기,0.11600297,,
상명아트센터,0.6069262,0.66649544,0.8493742,0.87114096,0.89426625,0.90952003,0.8918731,0.8019014,영화 관람,0.90952003,,
운현궁,0.6110647,0.66486144,0.8536332,0.87045515,0.8888345,0.9015418,0.88786495,0.8001354,영화 관람,0.9015418,,
갤러리 가이아,0.632191,0.6493603,0.8347614,0.8505887,0.8640543,0.871724,0.8614585,0.77637506,영화 관람,0.871724,,
두산아트센터 연강홀,0.62620556,0.65841985,0.8608718,0.88357526,0.9007611,0.9096087,0.8995758,0.80399585,영화 관람,0.9096087,,
뮤지엄김치간,0.6329963,0.6873192,0.8463099,0.8602749,0.87492454,0.8865028,0.8777807,0.811437,영화 관람,0.8865028,,
국제갤러리,0.54113865,0.5850444,0.69978064,0.71245354,0.7026353,0.7117135,0.7040926,0.6629065,전통 예술 공연,0.71245354,,
아웃사이트(out_sight),0.63394165,0.6360414,0.7880585,0.8177258,0.82639694,0.8676743,0.8358611,0.7713959,영화 관람,0.8676743,,
인사아트센터,0.6555131,0.6753977,0.84118974,0.85487187,0.86063266,0.85916525,0.85987914,0.7976047,연극 공연,0.86063266,,
갤러리 도올,0.4697996,0.46287727,0.5565007,0.5547476,0.5455665,0.53402495,0.5475938,0.5460075,음악 및 무용 발표회,0.5565007,,
아트선재센터,0.6259637,0.6558275,0.85899913,0.87519693,0.8947712,0.8997037,0.89038455,0.8009301,영화 관람,0.8997037,,
한양도성박물관,0.6156937,0.65330094,0.8529978,0.8709413,0.8871929,0.89432275,0.8841985,0.7938272,영화 관람,0.89432275,,
가나아트센터,0.6129065,0.65468043,0.8425696,0.8644085,0.86972874,0.8796264,0.86867476,0.77620566,영화 관람,0.8796264,,
유담헌,0.6005675,0.64338565,0.8512621,0.87060106,0.8938099,0.9093967,0.89023924,0.79843956,영화 관람,0.9093967,,
동덕아트갤러리,0.6134692,0.6830057,0.84690714,0.85739255,0.87773895,0.8985138,0.8737627,0.8016309,영화 관람,0.8985138,,
토포하우스,0.6454887,0.670957,0.8412043,0.85523,0.85470355,0.85032684,0.8536599,0.7900935,전통 예술 공연,0.85523,,
홍익대 대학로 아트센터,0.58832777,0.6117643,0.73766255,0.7639437,0.7577014,0.7770724,0.76409054,0.72504544,영화 관람,0.7770724,,
쉼박물관,0.60330176,0.66965985,0.8320793,0.84793377,0.87038976,0.8815652,0.8652129,0.78102195,영화 관람,0.8815652,,
아름꿈도서관,0.6141633,0.6564727,0.85768765,0.88109136,0.8973429,0.9022652,0.8973289,0.80464447,영화 관람,0.9022652,,
우리소리도서관,0.61860096,0.6433258,0.81006575,0.8210118,0.82485944,0.8222053,0.8347311,0.77200246,대중 공연,0.8347311,,
국립경찰박물관,0.55974716,0.5863806,0.8003733,0.8084701,0.8291089,0.8318453,0.82306814,0.74297523,영화 관람,0.8318453,,
국립민속박물관,0.60422695,0.64838254,0.84954774,0.8729722,0.8919907,0.9027138,0.8923317,0.7976059,영화 관람,0.9027138,,
윤동주문학관,0.6259669,0.6653055,0.8220569,0.84146976,0.84560406,0.8476474,0.8545803,0.7920747,대중 공연,0.8545803,,
호경재,0.6020675,0.65958333,0.85228646,0.87803304,0.89644194,0.90534973,0.8938971,0.7985109,영화 관람,0.90534973,,
서울교육박물관,0.6111901,0.65754217,0.8518337,0.8756575,0.89434654,0.90910757,0.89346635,0.8082812,영화 관람,0.90910757,,
세운협업지원센터,0.5887947,0.5971377,0.78707683,0.79601,0.81970495,0.8226419,0.82253176,0.7255826,영화 관람,0.8226419,,
서울무형유산교육전시장,0.6557826,0.6760986,0.82641006,0.8564317,0.8526053,0.8527552,0.86318696,0.7826235,대중 공연,0.86318696,,
부암아트,0.59837765,0.63319755,0.8154158,0.8417276,0.86032736,0.8927926,0.85797906,0.77016443,영화 관람,0.8927926,,
갤러리현대,0.63394165,0.6360414,0.7880585,0.8177258,0.82639694,0.8676743,0.8358611,0.7713959,영화 관람,0.8676743,,
조계사,0.60592103,0.63458836,0.84790325,0.86629856,0.88249123,0.8907248,0.88158053,0.79027927,영화 관람,0.8907248,,
